チーム,選手名,園田 賢,村上 淳,鈴木 たろう,丸山 奏子,二階堂 亜樹,勝又 健志,松ヶ瀬 隆弥,二階堂 瑠美,内川 幸太郎,岡田 紗佳,沢崎 誠,堀 慎吾,滝沢 和典,佐々木 寿人,高宮 まり,伊達 朱里紗,多井 隆晴,白鳥 翔,松本 吉弘,日向 藍子,魚谷 侑未,近藤 誠一,茅森 早香,東城 りお,萩原 聖人,瀬戸熊 直樹,黒沢 咲,本田 朋広,小林 剛,朝倉 康心,石橋 伸洋,瑞原 明奈
MLeague_stats2021-10-19,アガリ率,0.28,0.06,0.25,0.2,0.14,0.0,0.22,0.15,0.03,0.21,0.26,0.09,0.19,0.17,0.13,0.21,0.08,0.25,0.21,0.18,0.33,0.13,0.2,0.4,0.33,0.11,0.28,0.15,0.12,0.18,0.2,0.38
MLeague_stats2021-10-19,放銃率,0.08,0.25,0.06,0.3,0.1,0.0,0.07,0.23,0.07,0.1,0.0,0.19,0.16,0.08,0.06,0.21,0.17,0.07,0.05,0.13,0.09,0.11,0.05,0.09,0.04,0.15,0.09,0.1,0.18,0.04,0.08,0.19
MLeague_stats2021-10-19,放銃平均打点,7866.66,8150.0,8000.0,3966.66,3233.33,0.0,3725.0,8400.0,2750.0,5300.0,0.0,5625.0,3766.66,3833.33,5000.0,5960.0,3175.0,4350.0,8000.0,6166.66,7950.0,4925.0,10950.0,2100.0,2000.0,4275.0,8900.0,6500.0,4966.66,3350.0,4350.0,3300.0
MLeague_stats2021-10-19,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-10-31,試合数,5.0,4.0,5.0,2.0,3.0,4.0,6.0,3.0,3.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,3.0,4.0,4.0,4.0,4.0,3.0,6.0,4.0,3.0
MLeague_stats2021-10-31,総局数,61.0,41.0,56.0,18.0,38.0,45.0,67.0,38.0,43.0,42.0,50.0,56.0,49.0,50.0,52.0,43.0,46.0,49.0,41.0,39.0,56.0,50.0,44.0,35.0,50.0,47.0,46.0,46.0,33.0,78.0,42.0,29.0
MLeague_stats2021-10-31,ポイント,-62.7,-247.0,-27.9,27.6,32.3,110.1,127.1,89.6,-53.4,-43.9,63.6,4.6,13.6,35.1,-29.6,23.5,78.0,-8.8,62.7,-120.7,55.3,-58.1,-45.3,66.6,4.9,-18.3,-70.7,-11.3,-107.1,94.4,-14.7,30.5
MLeague_stats2021-10-31,平着,2.8,3.75,2.6,2.0,2.33,1.75,2.0,2.0,3.0,2.75,2.25,2.5,2.25,2.5,2.75,2.25,2.0,2.5,2.0,3.25,2.2,2.75,2.75,2.33,2.5,2.75,3.0,2.62,3.66,2.0,2.5,2.0
MLeague_stats2021-10-31,1位,0.0,0.0,2.0,1.0,1.0,2.0,3.0,2.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,0.0,1.0,0.0,2.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
MLeague_stats2021-10-31,2位,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,2.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,4.0,2.0,3.0
MLeague_stats2021-10-31,3位,2.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,2.0,0.0
MLeague_stats2021-10-31,4位,1.0,3.0,2.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,0.0
MLeague_stats2021-10-31,トップ率,0.0,0.0,0.4,0.5,0.33,0.5,0.5,0.66,0.0,0.0,0.5,0.2,0.25,0.5,0.25,0.25,0.5,0.0,0.25,0.0,0.4,0.0,0.25,0.33,0.25,0.25,0.25,0.25,0.0,0.16,0.0,0.0
MLeague_stats2021-10-31,連対率,0.4,0.0,0.4,0.5,0.66,0.75,0.66,0.66,0.33,0.5,0.5,0.4,0.5,0.5,0.25,0.5,0.5,0.5,0.75,0.25,0.6,0.5,0.5,0.66,0.5,0.5,0.25,0.5,0.0,0.83,0.5,1.0
MLeague_stats2021-10-31,ラス回避率,0.8,0.25,0.6,1.0,0.66,1.0,0.83,0.66,0.66,0.75,0.75,0.8,1.0,0.5,0.75,1.0,1.0,1.0,1.0,0.5,0.8,0.75,0.5,0.66,0.75,0.5,0.5,0.5,0.33,1.0,1.0,1.0
MLeague_stats2021-10-31,ベストスコア,36300.0,10600.0,40000.0,34200.0,53000.0,48400.0,48400.0,66700.0,29600.0,33500.0,48200.0,43900.0,35300.0,56200.0,45500.0,40700.0,51900.0,43500.0,45400.0,35400.0,44800.0,38400.0,52300.0,77200.0,38600.0,41900.0,30400.0,47400.0,29000.0,44900.0,37500.0,33300.0
MLeague_stats2021-10-31,平均打点,3654.54,8600.0,6060.0,5625.0,6355.55,5845.45,7086.66,8560.0,8580.0,5910.0,6690.9,6966.66,6750.0,6900.0,5927.27,7371.42,5088.88,6290.0,6963.63,4640.0,6241.66,6983.33,6800.0,7254.54,6318.18,7957.14,5720.0,8737.5,9000.0,5762.5,5822.22,3390.9
MLeague_stats2021-10-31,副露率,0.36,0.21,0.16,0.33,0.21,0.31,0.1,0.1,0.18,0.21,0.22,0.26,0.04,0.16,0.13,0.25,0.17,0.16,0.24,0.12,0.21,0.16,0.18,0.17,0.2,0.12,0.1,0.23,0.18,0.28,0.35,0.27
MLeague_stats2021-10-31,リーチ率,0.18,0.31,0.21,0.22,0.15,0.17,0.28,0.26,0.18,0.28,0.16,0.12,0.22,0.24,0.23,0.25,0.23,0.12,0.17,0.33,0.17,0.16,0.36,0.28,0.2,0.27,0.21,0.13,0.21,0.23,0.14,0.31
MLeague_stats2021-10-31,アガリ率,0.18,0.04,0.17,0.22,0.23,0.24,0.22,0.26,0.11,0.23,0.22,0.21,0.2,0.16,0.21,0.16,0.19,0.2,0.26,0.12,0.21,0.12,0.15,0.31,0.22,0.14,0.21,0.17,0.12,0.2,0.21,0.37
MLeague_stats2021-10-31,放銃率,0.06,0.29,0.14,0.22,0.13,0.04,0.1,0.1,0.09,0.11,0.08,0.14,0.12,0.06,0.09,0.13,0.08,0.08,0.09,0.1,0.1,0.1,0.13,0.08,0.12,0.14,0.13,0.13,0.18,0.05,0.09,0.13
MLeague_stats2021-10-31,放銃平均打点,7200.0,7708.33,6812.5,3475.0,4600.0,1950.0,3571.42,6950.0,3750.0,6520.0,4750.0,6125.0,3766.66,3833.33,5320.0,5400.0,3175.0,4025.0,6300.0,4875.0,6600.0,4140.0,8083.33,3333.33,5183.33,5485.71,6916.66,8366.66,4966.66,4175.0,3400.0,3300.0
MLeague_stats2021-10-31,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-10-09,試合数,2.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
MLeague_stats2021-10-09,総局数,19.0,10.0,11.0,0.0,0.0,0.0,31.0,13.0,11.0,9.0,13.0,11.0,13.0,11.0,11.0,13.0,10.0,10.0,9.0,11.0,21.0,10.0,13.0,0.0,13.0,10.0,11.0,10.0,13.0,13.0,11.0,11.0
MLeague_stats2021-10-09,ポイント,-9.8,-29.4,60.0,0.0,0.0,0.0,18.3,-57.4,9.6,-42.6,68.2,-25.1,13.4,-42.8,-53.1,6.0,-20.2,14.0,53.1,15.4,42.0,-52.0,-61.0,0.0,58.6,-44.6,50.4,67.4,-11.0,-16.8,-19.1,8.5
MLeague_stats2021-10-09,平着,2.5,3.0,1.0,0.0,0.0,0.0,2.33,4.0,2.0,4.0,1.0,3.0,2.0,4.0,4.0,2.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,0.0,1.0,4.0,1.0,1.0,3.0,3.0,3.0,2.0
MLeague_stats2021-10-09,1位,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MLeague_stats2021-10-09,2位,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MLeague_stats2021-10-09,3位,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0
MLeague_stats2021-10-09,4位,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MLeague_stats2021-10-09,トップ率,0.0,0.0,1.0,0.0,0.0,0.0,0.33,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MLeague_stats2021-10-09,連対率,0.5,0.0,1.0,0.0,0.0,0.0,0.66,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
MLeague_stats2021-10-09,ラス回避率,1.0,1.0,1.0,0.0,0.0,0.0,0.66,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0
MLeague_stats2021-10-09,ベストスコア,26700.0,10600.0,40000.0,0.0,0.0,0.0,42600.0,2600.0,29600.0,17400.0,48200.0,14900.0,33400.0,17200.0,6900.0,26000.0,19800.0,34000.0,33100.0,35400.0,38100.0,8000.0,-1000.0,0.0,38600.0,15400.0,30400.0,47400.0,29000.0,23200.0,20900.0,28500.0
MLeague_stats2021-10-09,平均打点,2560.0,5200.0,5625.0,0.0,0.0,0.0,9000.0,7350.0,12000.0,2000.0,7666.66,8000.0,8000.0,0.0,2900.0,8400.0,5200.0,8900.0,3366.66,5733.33,4628.57,2000.0,6000.0,0.0,4780.0,0.0,4700.0,8633.33,13000.0,2000.0,4200.0,3060.0
MLeague_stats2021-10-09,副露率,0.42,0.2,0.27,0.0,0.0,0.0,0.16,0.0,0.27,0.11,0.3,0.0,0.0,0.0,0.09,0.38,0.0,0.0,0.33,0.09,0.14,0.1,0.15,0.0,0.15,0.2,0.18,0.4,0.15,0.3,0.45,0.18
MLeague_stats2021-10-09,リーチ率,0.1,0.5,0.09,0.0,0.0,0.0,0.29,0.15,0.0,0.33,0.15,0.18,0.23,0.09,0.36,0.23,0.4,0.3,0.33,0.45,0.33,0.1,0.23,0.0,0.15,0.1,0.27,0.2,0.15,0.23,0.18,0.36
MLeague_stats2021-10-09,アガリ率,0.26,0.1,0.36,0.0,0.0,0.0,0.12,0.15,0.09,0.11,0.23,0.09,0.23,0.0,0.09,0.23,0.1,0.2,0.33,0.27,0.33,0.1,0.07,0.0,0.38,0.0,0.27,0.3,0.15,0.15,0.27,0.45
MLeague_stats2021-10-09,放銃率,0.05,0.1,0.0,0.0,0.0,0.0,0.09,0.23,0.09,0.0,0.0,0.18,0.15,0.18,0.18,0.15,0.2,0.0,0.0,0.18,0.09,0.1,0.07,0.0,0.0,0.1,0.09,0.0,0.07,0.0,0.09,0.27
MLeague_stats2021-10-09,放銃平均打点,7700.0,3900.0,0.0,0.0,0.0,0.0,4300.0,8400.0,2600.0,0.0,0.0,4650.0,1950.0,1750.0,5000.0,7000.0,2450.0,0.0,0.0,3250.0,7950.0,5800.0,18000.0,0.0,0.0,2600.0,5800.0,0.0,8000.0,0.0,2900.0,3866.66
MLeague_stats2021-10-09,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-10-20,試合数,3.0,3.0,3.0,1.0,2.0,2.0,5.0,1.0,2.0,2.0,2.0,4.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,2.0,2.0,3.0,3.0,2.0,2.0,2.0,3.0,3.0,3.0,3.0,2.0,2.0
MLeague_stats2021-10-20,総局数,35.0,32.0,31.0,10.0,28.0,22.0,54.0,13.0,27.0,19.0,23.0,43.0,36.0,34.0,29.0,23.0,23.0,37.0,32.0,22.0,21.0,36.0,34.0,22.0,24.0,26.0,30.0,33.0,33.0,43.0,24.0,21.0
MLeague_stats2021-10-20,ポイント,6.5,-177.6,96.0,-26.6,12.2,62.2,147.4,-57.4,-41.7,-37.7,130.8,-33.4,-41.7,-17.2,-80.7,-16.4,-47.8,20.9,37.3,-39.3,42.0,-60.5,20.5,112.9,70.5,17.3,-20.5,-49.3,-107.1,62.8,-1.6,17.2
MLeague_stats2021-10-20,平着,2.33,3.66,1.66,3.0,2.5,1.5,1.8,4.0,3.0,3.0,1.0,2.75,2.66,3.0,3.5,2.5,3.0,2.33,2.0,3.0,2.0,3.0,2.33,1.5,1.5,2.5,2.66,3.0,3.66,2.0,2.5,2.0
MLeague_stats2021-10-20,1位,0.0,0.0,2.0,0.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
MLeague_stats2021-10-20,2位,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,2.0
MLeague_stats2021-10-20,3位,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
MLeague_stats2021-10-20,4位,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,2.0,2.0,0.0,0.0,0.0
MLeague_stats2021-10-20,トップ率,0.0,0.0,0.66,0.0,0.5,0.5,0.6,0.0,0.0,0.0,1.0,0.25,0.0,0.33,0.0,0.0,0.0,0.0,0.33,0.0,0.5,0.0,0.33,0.5,0.5,0.5,0.33,0.33,0.0,0.33,0.0,0.0
MLeague_stats2021-10-20,連対率,0.66,0.0,0.66,0.0,0.5,1.0,0.8,0.0,0.5,0.5,1.0,0.25,0.33,0.33,0.0,0.5,0.0,0.66,0.66,0.5,0.5,0.33,0.66,1.0,1.0,0.5,0.33,0.33,0.0,0.66,0.5,1.0
MLeague_stats2021-10-20,ラス回避率,1.0,0.33,1.0,1.0,0.5,1.0,0.8,0.0,0.5,0.5,1.0,0.75,1.0,0.33,0.5,1.0,1.0,1.0,1.0,0.5,1.0,0.66,0.66,1.0,1.0,0.5,0.66,0.33,0.33,1.0,1.0,1.0
MLeague_stats2021-10-20,ベストスコア,36300.0,10600.0,40000.0,13400.0,53000.0,37700.0,48400.0,2600.0,29600.0,24900.0,48200.0,43900.0,33400.0,56200.0,12400.0,26000.0,19800.0,43500.0,35000.0,35400.0,38100.0,38400.0,52300.0,77200.0,38600.0,41900.0,30400.0,47400.0,29000.0,44900.0,37500.0,28700.0
MLeague_stats2021-10-20,平均打点,3820.0,8600.0,6637.5,4650.0,7525.0,6900.0,7441.66,7350.0,12000.0,4650.0,7050.0,7950.0,6228.57,6100.0,3775.0,6360.0,4600.0,6877.77,6087.5,5300.0,4628.57,5980.0,6800.0,7755.55,5462.5,10666.66,4942.85,9180.0,9000.0,8125.0,5700.0,3287.5
MLeague_stats2021-10-20,副露率,0.4,0.21,0.19,0.2,0.14,0.27,0.11,0.0,0.14,0.21,0.26,0.2,0.02,0.11,0.1,0.3,0.08,0.13,0.25,0.18,0.14,0.19,0.11,0.13,0.25,0.11,0.13,0.27,0.18,0.23,0.37,0.28
MLeague_stats2021-10-20,リーチ率,0.17,0.31,0.12,0.2,0.21,0.13,0.29,0.15,0.11,0.21,0.13,0.13,0.25,0.26,0.27,0.26,0.3,0.16,0.15,0.31,0.33,0.16,0.35,0.36,0.25,0.23,0.16,0.15,0.21,0.25,0.16,0.23
MLeague_stats2021-10-20,アガリ率,0.28,0.06,0.25,0.2,0.14,0.22,0.22,0.15,0.03,0.21,0.26,0.18,0.19,0.17,0.13,0.21,0.08,0.24,0.25,0.18,0.33,0.13,0.2,0.4,0.33,0.11,0.23,0.15,0.12,0.18,0.2,0.38
MLeague_stats2021-10-20,放銃率,0.08,0.25,0.06,0.3,0.1,0.04,0.07,0.23,0.07,0.1,0.0,0.18,0.16,0.08,0.06,0.21,0.17,0.05,0.09,0.13,0.09,0.11,0.05,0.09,0.04,0.15,0.1,0.15,0.18,0.04,0.08,0.19
MLeague_stats2021-10-20,放銃平均打点,7866.66,8150.0,8000.0,3966.66,3233.33,2600.0,3725.0,8400.0,2750.0,5300.0,0.0,6125.0,3766.66,3833.33,5000.0,5960.0,3175.0,4350.0,7966.66,6166.66,7950.0,4925.0,10950.0,2100.0,2000.0,4275.0,7666.66,9000.0,4966.66,3350.0,4350.0,3300.0
MLeague_stats2021-10-20,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-10-08,試合数,2.0,1.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,1.0
MLeague_stats2021-10-08,総局数,19.0,10.0,11.0,0.0,0.0,0.0,20.0,0.0,0.0,9.0,0.0,11.0,13.0,11.0,0.0,0.0,10.0,10.0,9.0,11.0,21.0,10.0,13.0,0.0,13.0,10.0,11.0,10.0,13.0,0.0,0.0,11.0
MLeague_stats2021-10-08,ポイント,-9.8,-29.4,60.0,0.0,0.0,0.0,-44.3,0.0,0.0,-42.6,0.0,-25.1,13.4,-42.8,0.0,0.0,-20.2,14.0,53.1,15.4,42.0,-52.0,-61.0,0.0,58.6,-44.6,50.4,67.4,-11.0,0.0,0.0,8.5
MLeague_stats2021-10-08,平着,2.5,3.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,4.0,0.0,3.0,2.0,4.0,0.0,0.0,3.0,2.0,1.0,2.0,2.0,4.0,4.0,0.0,1.0,4.0,1.0,1.0,3.0,0.0,0.0,2.0
MLeague_stats2021-10-08,1位,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MLeague_stats2021-10-08,2位,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
MLeague_stats2021-10-08,3位,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
MLeague_stats2021-10-08,4位,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
MLeague_stats2021-10-08,トップ率,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0
MLeague_stats2021-10-08,連対率,0.5,0.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.5,0.0,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0
MLeague_stats2021-10-08,ラス回避率,1.0,1.0,1.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0,0.0,1.0
MLeague_stats2021-10-08,ベストスコア,26700.0,10600.0,40000.0,0.0,0.0,0.0,26000.0,0.0,0.0,17400.0,0.0,14900.0,33400.0,17200.0,0.0,0.0,19800.0,34000.0,33100.0,35400.0,38100.0,8000.0,-1000.0,0.0,38600.0,15400.0,30400.0,47400.0,29000.0,0.0,0.0,28500.0
MLeague_stats2021-10-08,平均打点,2560.0,5200.0,5625.0,0.0,0.0,0.0,6000.0,0.0,0.0,2000.0,0.0,8000.0,8000.0,0.0,0.0,0.0,5200.0,8900.0,3366.66,5733.33,4628.57,2000.0,6000.0,0.0,4780.0,0.0,4700.0,8633.33,13000.0,0.0,0.0,3060.0
MLeague_stats2021-10-08,副露率,0.42,0.2,0.27,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.33,0.09,0.14,0.1,0.15,0.0,0.15,0.2,0.18,0.4,0.15,0.0,0.0,0.18
MLeague_stats2021-10-08,リーチ率,0.1,0.5,0.09,0.0,0.0,0.0,0.3,0.0,0.0,0.33,0.0,0.18,0.23,0.09,0.0,0.0,0.4,0.3,0.33,0.45,0.33,0.1,0.23,0.0,0.15,0.1,0.27,0.2,0.15,0.0,0.0,0.36
MLeague_stats2021-10-08,アガリ率,0.26,0.1,0.36,0.0,0.0,0.0,0.1,0.0,0.0,0.11,0.0,0.09,0.23,0.0,0.0,0.0,0.1,0.2,0.33,0.27,0.33,0.1,0.07,0.0,0.38,0.0,0.27,0.3,0.15,0.0,0.0,0.45
MLeague_stats2021-10-08,放銃率,0.05,0.1,0.0,0.0,0.0,0.0,0.15,0.0,0.0,0.0,0.0,0.18,0.15,0.18,0.0,0.0,0.2,0.0,0.0,0.18,0.09,0.1,0.07,0.0,0.0,0.1,0.09,0.0,0.07,0.0,0.0,0.27
MLeague_stats2021-10-08,放銃平均打点,7700.0,3900.0,0.0,0.0,0.0,0.0,4300.0,0.0,0.0,0.0,0.0,4650.0,1950.0,1750.0,0.0,0.0,2450.0,0.0,0.0,3250.0,7950.0,5800.0,18000.0,0.0,0.0,2600.0,5800.0,0.0,8000.0,0.0,0.0,3866.66
MLeague_stats2021-10-08,チーム,drivens,drivens,drivens,drivens,EX,EX,EX,EX,sakura,sakura,sakura,sakura,konami,konami,konami,konami,abemas,abemas,abemas,abemas,sega_summy,sega_summy,sega_summy,sega_summy,raiden,raiden,raiden,raiden,u-next,u-next,u-next,u-next
MLeague_stats2021-10-23,試合数,4.0,3.0,3.0,2.0,3.0,3.0,5.0,1.0,2.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,3.0,2.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,3.0
MLeague_stats2021-10-23,総局数,48.0,32.0,31.0,18.0,38.0,36.0,54.0,13.0,27.0,29.0,37.0,43.0,36.0,34.0,43.0,33.0,36.0,37.0,32.0,30.0,31.0,50.0,34.0,22.0,37.0,34.0,30.0,33.0,33.0,56.0,24.0,29.0
MLeague_stats2021-10-23,ポイント,-10.0,-177.6,96.0,27.6,32.3,41.7,147.4,-57.4,-41.7,-57.4,83.4,-33.4,-41.7,-17.2,-15.2,44.3,6.1,20.9,37.3,-59.0,-19.1,-58.1,20.5,112.9,27.4,-30.5,-20.5,-49.3,-107.1,68.5,-1.6,30.5
MLeague_stats2021-10-23,平着,2.5,3.66,1.66,2.0,2.33,2.0,1.8,4.0,3.0,3.0,2.0,2.75,2.66,3.0,2.66,2.0,2.33,2.33,2.0,3.0,2.66,2.75,2.33,1.5,2.33,3.0,2.66,3.0,3.66,2.0,2.5,2.0
MLeague_stats2021-10-23,1位,0.0,0.0,2.0,1.0,1.0,1.0,3.0,0.0,0.0,0.0,2.0,1.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0
MLeague_stats2021-10-23,2位,2.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,3.0
MLeague_stats2021-10-23,3位,2.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,0.0
MLeague_stats2021-10-23,4位,0.0,2.0,0.0,0.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,2.0,1.0,2.0,2.0,0.0,0.0,0.0
